Unique Class Identifier,Subject,Catalog,Descr,Section,Cap Enrl,Pat,Mtg Start,Mtg End,Mode,Descr 1,Career,Term Descr
179010000292713,AMES,161,JAPANESE CINEMA,1,40,MW,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 240,UGRD,2022 Spring Term
179010000292714,LIT,213,JAPANESE CINEMA,1,40,MW,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 240,UGRD,2022 Spring Term
179010000292715,CINE,255,JAPANESE CINEMA,1,40,MW,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 240,UGRD,2022 Spring Term
179010000292716,VMS,232,JAPANESE CINEMA,1,40,MW,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 240,UGRD,2022 Spring Term
179010000502717,AMES,499S,SENIOR HONORS THESIS SEMINAR,1,18,MW,3:30:00 PM,4:45:00 PM,In Person,,UGRD,2022 Spring Term
179010000643872,AAAS,89S,FIRST-YEAR SEMINAR (TOP),2,18,TTH,12:00:00 PM,1:15:00 PM,In Person,Classroom Building 136,UGRD,2022 Spring Term
179010000649887,AAAS,89S,FIRST-YEAR SEMINAR (TOP),3,18,WF,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010000753658,AAAS,190S,SPECIAL TOPICS,4,18,MW,7:00:00 PM,8:15:00 PM,In Person,Biddle 101,UGRD,2022 Spring Term
179010000759121,AAAS,190S,SPECIAL TOPICS,1,13,TH,10:15:00 AM,12:45:00 PM,In Person,Bridges House 113,UGRD,2022 Spring Term
179010000812672,AAAS,102,INTRO AFR-AMER STUDIES,1,28,TTH,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 240,UGRD,2022 Spring Term
179010000812673,LIT,102,INTRO AFR-AMER STUDIES,1,28,TTH,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 240,UGRD,2022 Spring Term
179010000822674,AAAS,103,INTRO TO AFRICAN STUDIES,1,32,T,1:45:00 PM,4:15:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010000822675,CULANTH,105,INTRO TO AFRICAN STUDIES,1,32,T,1:45:00 PM,4:15:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010000822676,HISTORY,129,INTRO TO AFRICAN STUDIES,1,32,T,1:45:00 PM,4:15:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010000822677,POLSCI,108,INTRO TO AFRICAN STUDIES,1,32,T,1:45:00 PM,4:15:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010000822678,ICS,110,INTRO TO AFRICAN STUDIES,1,32,T,1:45:00 PM,4:15:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010001752680,AAAS,499S,SENIOR SEMINAR,1,18,T,10:15:00 AM,12:45:00 PM,In Person,Friedl Bldg 216,UGRD,2022 Spring Term
179010001762681,AAAS,390,SPECIAL TOPICS,1,18,M,10:15:00 AM,12:45:00 PM,In Person,Friedl Bldg 240,UGRD,2022 Spring Term
179010001773873,AAAS,390S,SPECIAL TOPICS,1,18,TTH,1:45:00 PM,3:00:00 PM,In Person,West Duke 08A,UGRD,2022 Spring Term
179010001778804,AAAS,390S,SPECIAL TOPICS,3,14,WF,1:45:00 PM,3:00:00 PM,In Person,Page 106,UGRD,2022 Spring Term
179010001779131,AAAS,390S,SPECIAL TOPICS,4,18,W,3:30:00 PM,6:00:00 PM,In Person,Sanford 150,UGRD,2022 Spring Term
179010001779197,AAAS,390S,SPECIAL TOPICS,5,15,MW,1:45:00 PM,3:00:00 PM,In Person,West Duke 108A,UGRD,2022 Spring Term
179010005062722,ARABIC,101,ELEMENTARY ARABIC,1,18,MW,3:30:00 PM,4:45:00 PM,In Person,Crowell Building 107,UGRD,2022 Spring Term
179010005062723,ARABIC,101,ELEMENTARY ARABIC,01D,18,TTH,3:30:00 PM,4:20:00 PM,In Person,,UGRD,2022 Spring Term
179010005072724,ARABIC,102,ELEMENTARY ARABIC,1,18,MW,10:15:00 AM,11:30:00 AM,In Person,Crowell Building 107,UGRD,2022 Spring Term
179010005072725,ARABIC,102,ELEMENTARY ARABIC,2,18,MW,1:45:00 PM,2:35:00 PM,In Person,Friedl Bldg 126,UGRD,2022 Spring Term
179010005072726,ARABIC,102,ELEMENTARY ARABIC,01D,18,TTH,10:15:00 AM,11:05:00 AM,In Person,Classroom Building 136,UGRD,2022 Spring Term
179010005072727,ARABIC,102,ELEMENTARY ARABIC,02D,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Friedl Bldg 126,UGRD,2022 Spring Term
179010005122728,ARABIC,203,INTERMEDIATE ARABIC,1,12,MF,3:30:00 PM,4:45:00 PM,In Person,White 106,UGRD,2022 Spring Term
179010005122729,ARABIC,203,INTERMEDIATE ARABIC,01D,12,W,3:30:00 PM,4:45:00 PM,In Person,White 106,UGRD,2022 Spring Term
179010005139112,ARABIC,204,INTERMEDIATE ARABIC,1,12,MF,10:15:00 AM,11:30:00 AM,In Person,Classroom Building 242,UGRD,2022 Spring Term
179010005139133,ARABIC,204,INTERMEDIATE ARABIC,01D,12,W,10:15:00 AM,11:30:00 AM,In Person,,UGRD,2022 Spring Term
179010005172730,ARABIC,306,ADVANCED ARABIC,1,12,WF,8:30:00 AM,9:45:00 AM,In Person,Allen 317,UGRD,2022 Spring Term
179010005252731,ARABIC,408,ISSUES IN ARABIC LANG/LIT II,1,12,WF,10:15:00 AM,11:30:00 AM,In Person,Allen 317,UGRD,2022 Spring Term
179010005295040,ARTHIST,89S,FIRST-YEAR SEMINAR (TOP),1,12,TH,12:00:00 PM,2:30:00 PM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005299117,ARTHIST,89S,FIRST-YEAR SEMINAR (TOP),2,18,T,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010005385041,ARTHIST,102D,WORLD ART HISTORY 1200-PRESENT,1,12,W,10:15:00 AM,11:30:00 AM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005385042,ARTHIST,102D,WORLD ART HISTORY 1200-PRESENT,01D,12,F,10:15:00 AM,11:30:00 AM,In Person,Smith Warehouse Bay 6 B271,UGRD,2022 Spring Term
179010005505043,ARTHIST,225,GOTHIC CATHEDRALS,1,12,M,3:30:00 PM,4:45:00 PM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005505044,ARTHIST,225,GOTHIC CATHEDRALS,01L,12,W,3:30:00 PM,4:45:00 PM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005505045,MEDREN,215,GOTHIC CATHEDRALS,1,12,M,3:30:00 PM,4:45:00 PM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005505046,MEDREN,215,GOTHIC CATHEDRALS,01L,12,W,3:30:00 PM,4:45:00 PM,In Person,Smith Warehouse Bay 11 A233,UGRD,2022 Spring Term
179010005875047,ARTHIST,231,HISTORY OF ART MARKETS,1,32,M,7:00:00 PM,9:30:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010005875048,ECON,344,HISTORY OF ART MARKETS,1,32,M,7:00:00 PM,9:30:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010005875049,VMS,242,HISTORY OF ART MARKETS,1,32,M,7:00:00 PM,9:30:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010006025050,ARTHIST,381D,GLOBAL ART SINCE 1945,1,18,W,10:15:00 AM,12:45:00 PM,Sync Online,Online Course,UGRD,2022 Spring Term
179010006025051,ARTHIST,381D,GLOBAL ART SINCE 1945,01D,18,F,10:15:00 AM,11:05:00 AM,In Person,Smith Warehouse Bay 9 A290,UGRD,2022 Spring Term
179010006025052,GSF,277D,GLOBAL ART SINCE 1945,1,18,W,10:15:00 AM,12:45:00 PM,Sync Online,Online Course,UGRD,2022 Spring Term
179010006025053,GSF,277D,GLOBAL ART SINCE 1945,01D,18,F,10:15:00 AM,11:05:00 AM,In Person,Smith Warehouse Bay 9 A290,UGRD,2022 Spring Term
179010006025054,ICS,219D,GLOBAL ART SINCE 1945,1,18,W,10:15:00 AM,12:45:00 PM,Sync Online,Online Course,UGRD,2022 Spring Term
179010006025055,ICS,219D,GLOBAL ART SINCE 1945,01D,18,F,10:15:00 AM,11:05:00 AM,In Person,Smith Warehouse Bay 9 A290,UGRD,2022 Spring Term
179010006025056,VMS,382D,GLOBAL ART SINCE 1945,1,18,W,10:15:00 AM,12:45:00 PM,Sync Online,Online Course,UGRD,2022 Spring Term
179010006025057,VMS,382D,GLOBAL ART SINCE 1945,01D,18,F,10:15:00 AM,11:05:00 AM,In Person,Smith Warehouse Bay 9 A290,UGRD,2022 Spring Term
179010006105058,AAAS,227,AFRICAN AMERICAN ART,1,30,T,1:45:00 PM,4:15:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010006105059,ARTHIST,283,AFRICAN AMERICAN ART,1,30,T,1:45:00 PM,4:15:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010009655062,ARTSVIS,199,DRAWING,1,15,M,1:45:00 PM,4:15:00 PM,In Person,Smith Warehouse Bay 12 A200,UGRD,2022 Spring Term
179010009735063,ARTSVIS,205,INTERMEDIATE DRAWING,1,10,T,1:45:00 PM,4:15:00 PM,In Person,Smith Warehouse Bay 12 A200,UGRD,2022 Spring Term
179010009755064,ARTSVIS,211,INTERMEDIATE SCULPTURE,1,8,TH,12:00:00 PM,2:30:00 PM,In Person,406 Oregon St 0114,UGRD,2022 Spring Term
179010010049871,AEROSCI,99L,LEADERSHIP LABORATORY,01L,60,TH,10:15:00 AM,12:30:00 PM,In Person,,UGRD,2022 Spring Term
179010010089872,AEROSCI,302S,LEADING PEOPLE/EFFECTIVE COMM,1,18,T,10:15:00 AM,12:45:00 PM,In Person,Trent Hall 242,UGRD,2022 Spring Term
179010010119873,AEROSCI,402S,NATIONAL SECURITY AFFAIRS,1,18,TH,1:45:00 PM,4:15:00 PM,In Person,Trent Hall 242,UGRD,2022 Spring Term
179010013153416,EVANTH,220,HUMAN EVOLUTION,1,30,WF,12:00:00 PM,1:15:00 PM,In Person,Biological Sciences 113,UGRD,2022 Spring Term
179010013173417,EVANTH,333L,THE HUMAN BODY,1,30,MW,1:45:00 PM,3:00:00 PM,In Person,Reuben-Cooke Building 127,UGRD,2022 Spring Term
179010013173418,EVANTH,333L,THE HUMAN BODY,01L,15,M,3:30:00 PM,4:45:00 PM,In Person,Gray 319,UGRD,2022 Spring Term
179010013173419,EVANTH,333L,THE HUMAN BODY,02L,15,W,3:30:00 PM,4:45:00 PM,In Person,LSRC A156,UGRD,2022 Spring Term
179010013213420,EVANTH,257,HUNTERS AND GATHERERS,1,30,TTH,5:15:00 PM,6:30:00 PM,In Person,Biological Sciences 113,UGRD,2022 Spring Term
179010013243421,EVANTH,344L,PRIMATE FIELD BIOLOGY,01L,9,TTH,8:30:00 AM,9:45:00 AM,In Person,Lemur Center,UGRD,2022 Spring Term
179010013263422,EVANTH,231L,ANA LOWER EXTREMITIES,01L,50,TTH,3:30:00 PM,4:45:00 PM,In Person,LSRC A247,UGRD,2022 Spring Term
179010013313423,EVANTH,390S,CURRENT TOPICS EVOL ANTH,1,14,M,3:30:00 PM,6:00:00 PM,In Person,Biological Sciences 041,UGRD,2022 Spring Term
179010013333424,EVANTH,359S,PRIMATE CONSERVATION,1,14,WF,10:15:00 AM,11:30:00 AM,In Person,Biological Sciences 063,UGRD,2022 Spring Term
179010013999394,BIOCHEM,301,INTRO BIOCHEMISTRY I,1,250,MWF,1:45:00 PM,3:00:00 PM,In Person,Bryan Center Griffith Theater,UGRD,2022 Spring Term
179010013999395,BIOLOGY,301,INTRO BIOCHEMISTRY I,1,250,MWF,1:45:00 PM,3:00:00 PM,In Person,Bryan Center Griffith Theater,UGRD,2022 Spring Term
179010014009396,BIOCHEM,302,INTRO BIOCHEMISTRY II,1,75,MWF,10:15:00 AM,11:30:00 AM,In Person,Nanaline Duke 147,UGRD,2022 Spring Term
179010014612477,BIOLOGY,89S,FIRST-YEAR SEMINAR (TOP),1,18,TTH,8:30:00 AM,9:45:00 AM,In Person,Friedl Bldg 216,UGRD,2022 Spring Term
179010014612478,BIOLOGY,89S,FIRST-YEAR SEMINAR (TOP),2,12,TTH,12:00:00 PM,1:15:00 PM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010014612479,BIOLOGY,89S,FIRST-YEAR SEMINAR (TOP),3,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Crowell Building 106,UGRD,2022 Spring Term
179010014772480,BIOLOGY,202L,GENETICS AND EVOLUTION,1,208,MWF,12:00:00 PM,1:15:00 PM,In Person,Biological Sciences 111,UGRD,2022 Spring Term
179010014772481,BIOLOGY,202L,GENETICS AND EVOLUTION,01L,16,T,12:30:00 PM,3:00:00 PM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014772482,BIOLOGY,202L,GENETICS AND EVOLUTION,02L,16,T,12:30:00 PM,3:00:00 PM,In Person,Biological Sciences 0034,UGRD,2022 Spring Term
179010014772483,BIOLOGY,202L,GENETICS AND EVOLUTION,03L,16,T,12:30:00 PM,3:00:00 PM,In Person,French Science 1247,UGRD,2022 Spring Term
179010014772484,BIOLOGY,202L,GENETICS AND EVOLUTION,04L,8,W,9:00:00 AM,11:30:00 AM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014772485,BIOLOGY,202L,GENETICS AND EVOLUTION,05L,8,W,9:00:00 AM,11:30:00 AM,In Person,Biological Sciences 0034,UGRD,2022 Spring Term
179010014772486,BIOLOGY,202L,GENETICS AND EVOLUTION,06L,16,W,9:00:00 AM,11:30:00 AM,In Person,French Science 1247,UGRD,2022 Spring Term
179010014772487,BIOLOGY,202L,GENETICS AND EVOLUTION,07L,8,W,1:45:00 PM,4:15:00 PM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014772488,BIOLOGY,202L,GENETICS AND EVOLUTION,08L,8,W,1:45:00 PM,4:15:00 PM,In Person,Biological Sciences 0034,UGRD,2022 Spring Term
179010014772489,BIOLOGY,202L,GENETICS AND EVOLUTION,09L,16,W,1:45:00 PM,4:15:00 PM,In Person,French Science 1247,UGRD,2022 Spring Term
179010014772490,BIOLOGY,202L,GENETICS AND EVOLUTION,10L,16,TH,12:30:00 PM,3:00:00 PM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014772491,BIOLOGY,202L,GENETICS AND EVOLUTION,11L,16,TH,12:30:00 PM,3:00:00 PM,In Person,Biological Sciences 0034,UGRD,2022 Spring Term
179010014772492,BIOLOGY,202L,GENETICS AND EVOLUTION,12L,16,TH,12:30:00 PM,3:00:00 PM,In Person,French Science 1247,UGRD,2022 Spring Term
179010014772493,BIOLOGY,202L,GENETICS AND EVOLUTION,13L,8,TH,4:00:00 PM,6:30:00 PM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014772494,BIOLOGY,202L,GENETICS AND EVOLUTION,14L,8,TH,4:00:00 PM,6:30:00 PM,In Person,Biological Sciences 0034,UGRD,2022 Spring Term
179010014772495,BIOLOGY,202L,GENETICS AND EVOLUTION,15L,16,TH,4:00:00 PM,6:30:00 PM,In Person,French Science 1247,UGRD,2022 Spring Term
179010014772496,BIOLOGY,202L,GENETICS AND EVOLUTION,16L,16,F,9:00:00 AM,11:30:00 AM,In Person,Biological Sciences 0040,UGRD,2022 Spring Term
179010014782497,BIOLOGY,212L,GENERAL MICROBIOLOGY,1,45,MW,12:00:00 PM,12:50:00 PM,In Person,Gross Hall 103,UGRD,2022 Spring Term
179010014782498,BIOLOGY,212L,GENERAL MICROBIOLOGY,01L,15,T,10:15:00 AM,2:15:00 PM,In Person,Biological Sciences 0045,UGRD,2022 Spring Term
179010014782499,BIOLOGY,212L,GENERAL MICROBIOLOGY,02L,15,T,3:30:00 PM,7:30:00 PM,In Person,Biological Sciences 0045,UGRD,2022 Spring Term
179010014782500,BIOLOGY,212L,GENERAL MICROBIOLOGY,03L,15,W,1:45:00 PM,5:45:00 PM,In Person,Biological Sciences 0045,UGRD,2022 Spring Term
179010014895267,BIOLOGY,369LA,BIOLOGICAL OCEANOGRAPHY,1,4,M-F,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010014895268,BIOLOGY,369LA,BIOLOGICAL OCEANOGRAPHY,01L,4,M-F,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010014895269,ENVIRON,369LA,BIOLOGICAL OCEANOGRAPHY,1,4,M-F,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010014895270,ENVIRON,369LA,BIOLOGICAL OCEANOGRAPHY,01L,4,M-F,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010014895271,EOS,273LA,BIOLOGICAL OCEANOGRAPHY,1,4,M-F,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010014895272,EOS,273LA,BIOLOGICAL OCEANOGRAPHY,01L,4,M-F,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010014895273,ECS,273LA,BIOLOGICAL OCEANOGRAPHY,1,4,M-F,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010014895274,ECS,273LA,BIOLOGICAL OCEANOGRAPHY,01L,4,M-F,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010014895275,MARSCI,369LA,BIOLOGICAL OCEANOGRAPHY,1,4,M-F,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010014895276,MARSCI,369LA,BIOLOGICAL OCEANOGRAPHY,01L,4,M-F,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010015045277,BIOLOGY,273LA,MARINE ECOLOGY,1,8,M-F,1:30:00 PM,4:30:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,8:30:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015045278,ENVIRON,273LA,MARINE ECOLOGY,1,8,M-F,1:30:00 PM,4:30:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,8:30:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015045279,EOS,374LA,MARINE ECOLOGY,1,8,M-F,1:30:00 PM,4:30:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,8:30:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015045280,ECS,374LA,MARINE ECOLOGY,1,8,M-F,1:30:00 PM,4:30:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,8:30:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015045281,MARSCI,273LA,MARINE ECOLOGY,1,8,M-F,1:30:00 PM,4:30:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,8:30:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015205282,BIOLOGY,278LA,COMP PHYSIOL MARINE ANIMALS,1,10,M-F,1:00:00 PM,4:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015205283,ENVIRON,278LA,COMP PHYSIOL MARINE ANIMALS,1,10,M-F,1:00:00 PM,4:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015205284,MARSCI,278LA,COMP PHYSIOL MARINE ANIMALS,1,10,M-F,1:00:00 PM,4:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,9:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010015212501,BIOLOGY,329L,PRINCIPLES ANIMAL PHYS,1,36,TTH,10:15:00 AM,11:30:00 AM,In Person,French Science 4233,UGRD,2022 Spring Term
179010015212502,BIOLOGY,329L,PRINCIPLES ANIMAL PHYS,01L,12,T,3:30:00 PM,7:00:00 PM,In Person,Biological Sciences 073,UGRD,2022 Spring Term
179010015212503,BIOLOGY,329L,PRINCIPLES ANIMAL PHYS,02L,12,W,8:30:00 AM,12:00:00 PM,In Person,Biological Sciences 073,UGRD,2022 Spring Term
179010015212504,BIOLOGY,329L,PRINCIPLES ANIMAL PHYS,03L,12,W,1:45:00 PM,5:15:00 PM,In Person,Biological Sciences 073,UGRD,2022 Spring Term
179010016232539,BIOLOGY,490S,SEMINAR (TOPICS),1,15,TH,3:30:00 PM,6:00:00 PM,In Person,,UGRD,2022 Spring Term
179010016232540,BIOLOGY,490S,SEMINAR (TOPICS),2,15,TTH,8:30:00 AM,9:45:00 AM,In Person,LSRC D243,UGRD,2022 Spring Term
179010016495707,BME,271D,SIGNALS AND SYSTEMS,1,30,MW,8:30:00 AM,9:45:00 AM,In Person,Teer 203,UGRD,2022 Spring Term
179010016495708,BME,271D,SIGNALS AND SYSTEMS,01D,30,M,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 208,UGRD,2022 Spring Term
179010016565715,BME,301L,BIOELECTRICITY,1,34,TTH,3:30:00 PM,4:45:00 PM,In Person,Wilkinson Auditorium 021,UGRD,2022 Spring Term
179010016565716,BME,301L,BIOELECTRICITY,01L,10,F,10:15:00 AM,1:15:00 PM,In Person,Teer P015,UGRD,2022 Spring Term
179010016565717,BME,301L,BIOELECTRICITY,02L,10,F,1:45:00 PM,4:45:00 PM,In Person,Teer P015,UGRD,2022 Spring Term
179010016565718,NEUROSCI,301L,BIOELECTRICITY,1,34,TTH,3:30:00 PM,4:45:00 PM,In Person,Wilkinson Auditorium 021,UGRD,2022 Spring Term
179010016565719,NEUROSCI,301L,BIOELECTRICITY,01L,10,F,10:15:00 AM,1:15:00 PM,In Person,Teer P015,UGRD,2022 Spring Term
179010016565720,NEUROSCI,301L,BIOELECTRICITY,02L,10,F,1:45:00 PM,4:45:00 PM,In Person,Teer P015,UGRD,2022 Spring Term
179010016665722,BME,307,TRNSPRT PHENOM:BIOLOGCL SYSTMS,1,48,TTH,12:00:00 PM,1:15:00 PM,In Person,Wilkinson 132,UGRD,2022 Spring Term
179010016905726,BME,303L,MOD DIAG IMAGING SYSTEMS,1,50,WF,10:15:00 AM,11:30:00 AM,In Person,Wilkinson 126,UGRD,2022 Spring Term
179010016905727,BME,303L,MOD DIAG IMAGING SYSTEMS,01L,36,W,3:30:00 PM,6:30:00 PM,In Person,Wilkinson 130,UGRD,2022 Spring Term
179010016905728,BME,303L,MOD DIAG IMAGING SYSTEMS,02L,25,W,5:15:00 PM,8:15:00 PM,In Person,Wilkinson 136,UGRD,2022 Spring Term
179010017005729,BME,460L,DEVICES FOR PPL W/DISABILITES,1,21,MW,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010017005730,BME,460L,DEVICES FOR PPL W/DISABILITES,01L,21,MW,5:15:00 PM,6:30:00 PM,In Person,LSRC B110,UGRD,2022 Spring Term
179010017025731,BME,464L,MEDICAL INSTRUMENT DSGN,1,10,MW,8:30:00 AM,9:45:00 AM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010017025732,BME,464L,MEDICAL INSTRUMENT DSGN,01L,10,M,1:45:00 PM,4:45:00 PM,In Person,Chesterfield Building 5704,UGRD,2022 Spring Term
179010018533162,CULANTH,80S,STUDIES-SPECIAL TOPICS,1,18,WF,1:45:00 PM,3:00:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010018543163,CULANTH,89S,FIRST-YEAR SEMINAR (TOP),1,18,WF,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010018543164,CULANTH,89S,FIRST-YEAR SEMINAR (TOP),2,18,WF,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010018549118,CULANTH,89S,FIRST-YEAR SEMINAR (TOP),3,18,T,1:45:00 PM,4:15:00 PM,In Person,,UGRD,2022 Spring Term
179010018603165,CULANTH,101,INTRO TO CULTURAL ANTHRO,1,60,TTH,10:15:00 AM,11:30:00 AM,In Person,East Duke 209,UGRD,2022 Spring Term
179010018603166,ICS,101,INTRO TO CULTURAL ANTHRO,1,60,TTH,10:15:00 AM,11:30:00 AM,In Person,East Duke 209,UGRD,2022 Spring Term
179010018833170,CULANTH,210,GLOBAL CULTURE,1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,White 106,UGRD,2022 Spring Term
179010018833171,VMS,247,GLOBAL CULTURE,1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,White 106,UGRD,2022 Spring Term
179010019112983,CULANTH,203,MARXISM AND SOCIETY,1,50,MW,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010019112984,EDUC,239,MARXISM AND SOCIETY,1,50,MW,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010019112985,LIT,380,MARXISM AND SOCIETY,1,50,MW,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010019112986,SOCIOL,339,MARXISM AND SOCIETY,1,50,MW,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010019112987,POLSCI,371,MARXISM AND SOCIETY,1,50,MW,10:15:00 AM,11:30:00 AM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010019463172,CULANTH,290,CURRENT ISSUES (TOPICS),1,60,TTH,3:30:00 PM,4:45:00 PM,In Person,East Duke 209,UGRD,2022 Spring Term
179010019473659,CULANTH,290S,CURRENT ISSUES (TOPICS),1,18,TTH,5:15:00 PM,6:30:00 PM,In Person,Biddle 102,UGRD,2022 Spring Term
179010019479378,CULANTH,290S,CURRENT ISSUES (TOPICS),6,18,WF,1:45:00 PM,3:00:00 PM,In Person,Classroom Building 125,UGRD,2022 Spring Term
179010019543174,CULANTH,301,THEORETICAL FOUNDATIONS,1,30,MW,12:00:00 PM,1:15:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010019613175,CULANTH,499S,SENIOR DISTINCTION SEMINAR,1,10,TH,3:30:00 PM,6:00:00 PM,In Person,Friedl Bldg 118,UGRD,2022 Spring Term
179010021078401,CEE,301L,FLUID MECHANICS,1,18,MW,3:30:00 PM,4:45:00 PM,In Person,Teer 115,UGRD,2022 Spring Term
179010021078402,CEE,301L,FLUID MECHANICS,01L,18,F,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 027A,UGRD,2022 Spring Term
179010021118403,CEE,462L,APPLIED BIO PRINC IN ENV ENGR,1,21,MW,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010021118404,CEE,462L,APPLIED BIO PRINC IN ENV ENGR,01L,11,F,1:45:00 PM,3:00:00 PM,In Person,Wilkinson 227,UGRD,2022 Spring Term
179010021148405,CEE,201L,UNCERTAINTY DESIGN OPTIMIZATN,1,25,MWF,12:00:00 PM,12:50:00 PM,In Person,Hudson Hall 216,UGRD,2022 Spring Term
179010021148406,CEE,201L,UNCERTAINTY DESIGN OPTIMIZATN,01L,25,TH,5:15:00 PM,6:30:00 PM,In Person,Wilkinson 227,UGRD,2022 Spring Term
179010021188407,CEE,422L,CONCRETE AND COMP STRUCT,1,20,MW,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 222,UGRD,2022 Spring Term
179010021188408,CEE,422L,CONCRETE AND COMP STRUCT,01L,6,T,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 037,UGRD,2022 Spring Term
