Unique Class Identifier,Subject,Catalog,Descr,Section,Cap Enrl,Pat,Mtg Start,Mtg End,Mode,Descr 1,Career,Term Descr
179010157453185,CULANTH,302,FIELDWORK METHODS,1,30,MW,7:00:00 PM,8:15:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010157453186,I&E,302,FIELDWORK METHODS,1,30,MW,7:00:00 PM,8:15:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010157473383,ENGLISH,372S,MODERN AMERICAN POETRY,1,15,WF,1:45:00 PM,3:00:00 PM,In Person,Allen 318,UGRD,2022 Spring Term
179010157604978,PUBPOL,395S,CHILDREN AND ILLNESS,1,12,M,7:00:00 PM,9:30:00 PM,In Person,Bridges House 201,UGRD,2022 Spring Term
179010157604979,DOCST,202S,CHILDREN AND ILLNESS,1,12,M,7:00:00 PM,9:30:00 PM,In Person,Bridges House 201,UGRD,2022 Spring Term
179010157604980,VMS,211S,CHILDREN AND ILLNESS,1,12,M,7:00:00 PM,9:30:00 PM,In Person,Bridges House 201,UGRD,2022 Spring Term
179010157663617,LINGUIST,206,VARIETY IN LANGUAGE,1,30,MW,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 124,UGRD,2022 Spring Term
179010157663618,ENGLISH,206,VARIETY IN LANGUAGE,1,30,MW,10:15:00 AM,11:30:00 AM,In Person,Social Sciences 124,UGRD,2022 Spring Term
179010157684450,PHYSICS,151L,INTRODUCTORY MECHANICS,1,120,WF,10:15:00 AM,11:30:00 AM,In Person,Physics 128,UGRD,2022 Spring Term
179010157684451,PHYSICS,151L,INTRODUCTORY MECHANICS,2,120,WF,12:00:00 PM,1:15:00 PM,In Person,Physics 128,UGRD,2022 Spring Term
179010157737611,EDUC,290T,FRESHMAN-SOPH TUTORIALS (TOP),1,12,W,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010157784014,SPANISH,306,"HEALTH, CULTURE, LATINO COMMUN",1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
179010157784015,LSGS,306,"HEALTH, CULTURE, LATINO COMMUN",1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
179010157784016,GLHLTH,326,"HEALTH, CULTURE, LATINO COMMUN",1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
179010157784017,CULANTH,306,"HEALTH, CULTURE, LATINO COMMUN",1,15,TTH,3:30:00 PM,4:45:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
179010157794849,MATH,353,ORD AND PRTL DIFF EQUATIONS,1,25,TTH,8:30:00 AM,9:45:00 AM,In Person,Physics 259,UGRD,2022 Spring Term
179010157794850,MATH,353,ORD AND PRTL DIFF EQUATIONS,2,35,MW,1:45:00 PM,3:00:00 PM,In Person,Biological Sciences 130,UGRD,2022 Spring Term
179010157794851,MATH,353,ORD AND PRTL DIFF EQUATIONS,3,35,MW,3:30:00 PM,4:45:00 PM,In Person,Biological Sciences 130,UGRD,2022 Spring Term
179010157794852,MATH,353,ORD AND PRTL DIFF EQUATIONS,4,25,WF,8:30:00 AM,9:45:00 AM,In Person,Classroom Building 240,UGRD,2022 Spring Term
179010157824452,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),01D,24,F,10:15:00 AM,12:15:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010157824453,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),02D,24,F,10:15:00 AM,12:15:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010157824454,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),03D,24,F,1:15:00 PM,3:15:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010157824455,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),04D,24,F,1:15:00 PM,3:15:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010157824456,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),05D,24,F,3:30:00 PM,5:30:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010157824457,PHYSICS,142L9D,GENERAL PHYSICS II (DISC),06D,24,F,3:30:00 PM,5:30:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010158314945,PHYSEDU,117,FUSION FITNESS FOR WOMEN,1,24,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010158314946,PHYSEDU,117,FUSION FITNESS FOR WOMEN,2,24,TTH,1:45:00 PM,3:00:00 PM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010158324947,PHYSEDU,105,PILATES MAT AND BALL,1,24,MW,1:45:00 PM,3:00:00 PM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010158334948,PHYSEDU,165,TAI CHI,1,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 110,UGRD,2022 Spring Term
179010158363696,MUSIC,212-2,AFRO-CUBAN PERCUSSION,1,30,M,7:30:00 PM,9:30:00 PM,In Person,Biddle 086,UGRD,2022 Spring Term
179010158378234,PHIL,345,PHILOSOPHY/METHOD OF ECONOMICS,1,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Perkins LINK 088 (Classroom 4),UGRD,2022 Spring Term
179010158378235,ECON,319,PHILOSOPHY/METHOD OF ECONOMICS,1,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Perkins LINK 088 (Classroom 4),UGRD,2022 Spring Term
179010158473139,COMPSCI,230,DISCRETE MATH FOR COMPSCI,1,100,TTH,3:30:00 PM,4:45:00 PM,In Person,Social Sciences 136,UGRD,2022 Spring Term
179010158473140,COMPSCI,230,DISCRETE MATH FOR COMPSCI,01D,25,F,10:15:00 AM,11:30:00 AM,In Person,,UGRD,2022 Spring Term
179010158473141,COMPSCI,230,DISCRETE MATH FOR COMPSCI,02D,25,F,12:00:00 PM,1:15:00 PM,In Person,,UGRD,2022 Spring Term
179010158473142,COMPSCI,230,DISCRETE MATH FOR COMPSCI,03D,25,F,1:45:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
179010158479918,COMPSCI,230,DISCRETE MATH FOR COMPSCI,04D,25,F,3:30:00 PM,4:45:00 PM,In Person,,UGRD,2022 Spring Term
179010160284949,PHYSEDU,116,WEIGHT TRAINING FOR WOMEN,1,20,MW,12:00:00 PM,1:15:00 PM,In Person,Wilson Center 09,UGRD,2022 Spring Term
179010160284950,PHYSEDU,116,WEIGHT TRAINING FOR WOMEN,2,20,TTH,12:00:00 PM,1:15:00 PM,In Person,Wilson Center 09,UGRD,2022 Spring Term
179010160313281,EOS,204L,EVOLVING EARTH AND LIFE,1,30,TTH,10:15:00 AM,11:30:00 AM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160313282,EOS,204L,EVOLVING EARTH AND LIFE,01L,30,TH,1:45:00 PM,4:15:00 PM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160313283,EOS,204L,EVOLVING EARTH AND LIFE,02L,30,F,8:30:00 AM,11:00:00 AM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160313284,ECS,204L,EVOLVING EARTH AND LIFE,1,30,TTH,10:15:00 AM,11:30:00 AM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160313285,ECS,204L,EVOLVING EARTH AND LIFE,01L,30,TH,1:45:00 PM,4:15:00 PM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160313286,ECS,204L,EVOLVING EARTH AND LIFE,02L,30,F,8:30:00 AM,11:00:00 AM,In Person,Grainger Hall 1105,UGRD,2022 Spring Term
179010160363287,EOS,202,ATMOSPHERE AND OCEAN DYNAMICS,1,45,TTH,12:00:00 PM,1:15:00 PM,In Person,LSRC A247,UGRD,2022 Spring Term
179010160363288,ECS,202,ATMOSPHERE AND OCEAN DYNAMICS,1,45,TTH,12:00:00 PM,1:15:00 PM,In Person,LSRC A247,UGRD,2022 Spring Term
179010160707574,POLSCI,353,GLOBALIZATION OF DEMOCRACY,1,35,TTH,8:30:00 AM,9:45:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010160707575,ICS,334,GLOBALIZATION OF DEMOCRACY,1,35,TTH,8:30:00 AM,9:45:00 AM,In Person,French Science 2237,UGRD,2022 Spring Term
179010160774981,DOCST,227S,SOCIOLOGY THRU PHOTOGRAPHY,1,15,F,10:15:00 AM,12:45:00 PM,In Person,Bridges House 007,UGRD,2022 Spring Term
179010160774982,SOCIOL,352S,SOCIOLOGY THRU PHOTOGRAPHY,1,15,F,10:15:00 AM,12:45:00 PM,In Person,Bridges House 007,UGRD,2022 Spring Term
179010160774983,VMS,218S,SOCIOLOGY THRU PHOTOGRAPHY,1,15,F,10:15:00 AM,12:45:00 PM,In Person,Bridges House 007,UGRD,2022 Spring Term
179010160892953,SOCIOL,496S,SOCIOLOGY HONORS SEMINAR 2,1,15,M,8:30:00 AM,11:00:00 AM,In Person,Social Sciences 109,UGRD,2022 Spring Term
179010163883187,CULANTH,207,ANTHROPOLOGY OF SPORTS,1,20,MW,5:15:00 PM,6:30:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010163893244,DANCE,120,BEGINNING BALLET,1,25,TTH,3:30:00 PM,4:45:00 PM,In Person,Rubenstein Arts Center 201,UGRD,2022 Spring Term
179010164154458,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),01D,30,M,1:15:00 PM,3:15:00 PM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010164154459,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),02D,30,M,3:30:00 PM,5:30:00 PM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010164154460,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),03D,30,M,6:00:00 PM,8:00:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010164154461,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),04D,30,T,1:15:00 PM,3:15:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010164154462,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),05D,30,T,1:15:00 PM,3:45:00 PM,In Person,Physics 047,UGRD,2022 Spring Term
179010164154463,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),06D,30,T,3:30:00 PM,5:30:00 PM,In Person,,UGRD,2022 Spring Term
179010164154464,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),07D,30,T,3:30:00 PM,5:30:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010164154465,PHYSICS,151L9D,INTRODUCTORY MECHANICS (DIS),08D,30,T,6:00:00 PM,8:00:00 PM,In Person,Biological Sciences 155,UGRD,2022 Spring Term
179010164164466,PHYSICS,153L,APPLICATIONS OF PHYSICS,1,24,TTH,10:15:00 AM,11:30:00 AM,In Person,Physics 154,UGRD,2022 Spring Term
179010164164468,PHYSICS,153L,APPLICATIONS OF PHYSICS,01L,24,M,1:45:00 PM,4:15:00 PM,In Person,Physics 147,UGRD,2022 Spring Term
179010164388970,EGR,121L,ENGINEERING INNOVATION,1,80,MW,8:30:00 AM,9:45:00 AM,In Person,Wilkinson Auditorium 021,UGRD,2022 Spring Term
179010164388971,EGR,121L,ENGINEERING INNOVATION,01L,40,T,10:15:00 AM,12:45:00 PM,In Person,Gross Hall 0050,UGRD,2022 Spring Term
179010164388972,EGR,121L,ENGINEERING INNOVATION,02L,40,T,1:45:00 PM,4:15:00 PM,In Person,Gross Hall 0050,UGRD,2022 Spring Term
179010164672792,AMES,490S,SPECIAL TOPICS,1,18,TTH,10:15:00 AM,11:30:00 AM,In Person,Gray 319,UGRD,2022 Spring Term
179010164673013,AMES,490S,SPECIAL TOPICS,4,10,MW,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 102,UGRD,2022 Spring Term
179010164698312,ECE,449,SENSOR&SENSOR INTERFACE DESIGN,1,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 115A,UGRD,2022 Spring Term
179010164805295,BIOLOGY,375A,BIOL/CONERV SEA TURTLES,1,5,M-F,1:00:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,10:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010164805296,ENVIRON,375A,BIOL/CONERV SEA TURTLES,1,5,M-F,1:00:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,10:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010164805297,MARSCI,375A,BIOL/CONERV SEA TURTLES,1,5,M-F,1:00:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
,,,,,,,10:00:00 AM,12:00:00 PM,In Person,,UGRD,2022 Spring Term
179010166125898,THEATRST,263S,LIGHTING DESIGN,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 045,UGRD,2022 Spring Term
179010166125899,ARTSVIS,235S,LIGHTING DESIGN,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 045,UGRD,2022 Spring Term
179010166125900,DANCE,276S,LIGHTING DESIGN,1,18,M,3:30:00 PM,6:00:00 PM,In Person,Bryan Center 045,UGRD,2022 Spring Term
179010166138256,GSF,361,"MONEY, SEX, POWER",1,18,MW,10:15:00 AM,11:30:00 AM,In Person,Classroom Building 125,UGRD,2022 Spring Term
179010166138257,RIGHTS,361,"MONEY, SEX, POWER",1,18,MW,10:15:00 AM,11:30:00 AM,In Person,Classroom Building 125,UGRD,2022 Spring Term
179010167715901,THEATRST,275S,ACTING FOR THE CAMERA,1,15,TH,5:15:00 PM,7:45:00 PM,In Person,Rubenstein Arts Center 234,UGRD,2022 Spring Term
179010167715902,CINE,310S,ACTING FOR THE CAMERA,1,15,TH,5:15:00 PM,7:45:00 PM,In Person,Rubenstein Arts Center 234,UGRD,2022 Spring Term
179010167947791,ICS,89S,FIRST-YEAR SEMINAR,1,18,WF,3:30:00 PM,4:45:00 PM,In Person,Friedl Bldg 204,UGRD,2022 Spring Term
179010168124469,PHYSICS,141L9,GENERAL PHYSICS I (LAB),01L,40,W,3:30:00 PM,6:00:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010168124470,PHYSICS,141L9,GENERAL PHYSICS I (LAB),02L,40,W,3:30:00 PM,6:00:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010168445081,ARTHIST,390S,SPECIAL TOPICS IN ART HISTORY,1,12,W,7:00:00 PM,9:30:00 PM,In Person,Smith Warehouse Bay 9 A290,UGRD,2022 Spring Term
179010168445083,ARTHIST,390S,SPECIAL TOPICS IN ART HISTORY,3,11,MW,3:30:00 PM,4:45:00 PM,In Person,Smith Warehouse Bay 6 B271,UGRD,2022 Spring Term
179010168758445,CEE,205,PRACTICAL METHODS IN CE,1,5,W,8:30:00 AM,9:45:00 AM,In Person,Wilkinson 227,UGRD,2022 Spring Term
179010168994020,SPANISH,307S,ISSUES EDUCATION/IMMIGRATION,1,15,TTH,8:30:00 AM,9:45:00 AM,In Person,East Duke 204B,UGRD,2022 Spring Term
179010168994021,EDUC,307S,ISSUES EDUCATION/IMMIGRATION,1,15,TTH,8:30:00 AM,9:45:00 AM,In Person,East Duke 204B,UGRD,2022 Spring Term
179010168994022,LSGS,307S,ISSUES EDUCATION/IMMIGRATION,1,15,TTH,8:30:00 AM,9:45:00 AM,In Person,East Duke 204B,UGRD,2022 Spring Term
179010169595576,POLSCI,331,PRISONER'S DILEMMA/DISTR JUSTI,1,60,MW,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010169595577,ECON,361,PRISONER'S DILEMMA/DISTR JUSTI,1,60,MW,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010169595578,PHIL,246,PRISONER'S DILEMMA/DISTR JUSTI,1,60,MW,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010169595579,RIGHTS,331,PRISONER'S DILEMMA/DISTR JUSTI,1,60,MW,10:15:00 AM,11:30:00 AM,In Person,Old Chemistry 116,UGRD,2022 Spring Term
179010169688901,SOCIOL,180S,"SOCIETY, SELF, NATURAL WORLD",1,18,TTH,12:00:00 PM,1:15:00 PM,In Person,,UGRD,2022 Spring Term
179010170664023,JEWISHST,390S,SPECIAL TOPICS - SEMINAR,1,18,MW,10:15:00 AM,11:30:00 AM,In Person,Languages 114,UGRD,2022 Spring Term
179010170785084,DOCST,270,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170785085,CINE,205,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170785086,POLSCI,276,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170785087,PUBPOL,374,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170785088,VMS,264,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170785089,ARTS&SCI,206,CONTEMPORARY DOCUMENTARY FILMS,1,15,W,8:30:00 AM,11:00:00 AM,In Person,Rubenstein Arts Film Theater,UGRD,2022 Spring Term
179010170845408,ECON,455,INTERNATIONAL FINANCE,1,30,MW,3:30:00 PM,4:45:00 PM,In Person,Social Sciences 311,UGRD,2022 Spring Term
179010171248313,ECE,110L,FUND OF ELEC AND COMP ENGR,1,40,TTH,1:45:00 PM,3:00:00 PM,In Person,Wilkinson 132,UGRD,2022 Spring Term
179010171248314,ECE,110L,FUND OF ELEC AND COMP ENGR,2,40,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilkinson 132,UGRD,2022 Spring Term
179010171248315,ECE,110L,FUND OF ELEC AND COMP ENGR,3,40,TTH,12:00:00 PM,1:15:00 PM,In Person,Wilkinson 126,UGRD,2022 Spring Term
179010171248316,ECE,110L,FUND OF ELEC AND COMP ENGR,4,40,MW,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 207,UGRD,2022 Spring Term
179010173005414,ECON,496S,HONORS SEMINAR II,1,12,MW,3:30:00 PM,4:45:00 PM,In Person,Social Sciences 107,UGRD,2022 Spring Term
179010173005415,ECON,496S,HONORS SEMINAR II,2,12,MW,10:15:00 AM,11:30:00 AM,In Person,Reuben-Cooke Building 128,UGRD,2022 Spring Term
179010173005416,ECON,496S,HONORS SEMINAR II,3,12,TTH,10:15:00 AM,11:30:00 AM,Sync Online,Online Course,UGRD,2022 Spring Term
179010173555417,ECON,442,DEVELOPMENT ECON: THRY/EVI/POL,1,10,WF,1:45:00 PM,3:00:00 PM,In Person,,UGRD,2022 Spring Term
179010173564984,DOCST,236S,COLOR PHOTOGRAPHY,1,13,TTH,10:15:00 AM,11:30:00 AM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010173564985,ARTSVIS,240S,COLOR PHOTOGRAPHY,1,13,TTH,10:15:00 AM,11:30:00 AM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010173564986,VMS,227S,COLOR PHOTOGRAPHY,1,13,TTH,10:15:00 AM,11:30:00 AM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010173605092,ECON,321S,ART AND MARKETS,1,18,W,3:30:00 PM,6:00:00 PM,In Person,Smith Warehouse Bay 10 A266,UGRD,2022 Spring Term
179010174133637,BIOLOGY,205,MARINE MEGAFAUNA,1,1,TTH,10:15:00 AM,11:30:00 AM,In Person,LSRC B101,UGRD,2022 Spring Term
179010174133638,ENVIRON,205,MARINE MEGAFAUNA,1,1,TTH,10:15:00 AM,11:30:00 AM,In Person,LSRC B101,UGRD,2022 Spring Term
179010174133639,MARSCI,205,MARINE MEGAFAUNA,1,1,TTH,10:15:00 AM,11:30:00 AM,In Person,LSRC B101,UGRD,2022 Spring Term
179010174154951,PHYSEDU,167,AIKIDO: JAPANESE SWORD & STAFF,1,20,TTH,12:00:00 PM,1:15:00 PM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010174185762,BME,436L,BIOPHOTONIC INSTRUMENTATION,1,14,TTH,10:15:00 AM,11:30:00 AM,In Person,Teer 212,UGRD,2022 Spring Term
179010174185763,BME,436L,BIOPHOTONIC INSTRUMENTATION,01L,14,TTH,12:00:00 PM,1:15:00 PM,In Person,Teer 212,UGRD,2022 Spring Term
179010174262608,BIOLOGY,414LS,EXP DEV AND MOL GENETICS,1,12,TTH,3:30:00 PM,4:45:00 PM,In Person,Biological Sciences 0031,UGRD,2022 Spring Term
179010174262609,BIOLOGY,414LS,EXP DEV AND MOL GENETICS,01L,12,TTH,1:45:00 PM,3:25:00 PM,In Person,Biological Sciences 0031,UGRD,2022 Spring Term
179010174278317,ECE,230L9,MICROELECT DEVICES & CIRCUITS,01L,12,T,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 109,UGRD,2022 Spring Term
179010174278318,ECE,230L9,MICROELECT DEVICES & CIRCUITS,02L,12,W,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 109,UGRD,2022 Spring Term
179010174278319,ECE,230L9,MICROELECT DEVICES & CIRCUITS,03L,12,TH,12:00:00 PM,3:00:00 PM,In Person,Hudson Hall 109,UGRD,2022 Spring Term
179010174278320,ECE,230L9,MICROELECT DEVICES & CIRCUITS,04L,12,TH,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 109,UGRD,2022 Spring Term
179010174278321,ECE,230L9,MICROELECT DEVICES & CIRCUITS,05L,12,F,12:00:00 PM,3:00:00 PM,In Person,Hudson Hall 109,UGRD,2022 Spring Term
179010174288322,ECE,230L,MICROELECT DEVICES & CIRCUITS,1,35,TTH,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 216,UGRD,2022 Spring Term
179010174288323,ECE,230L,MICROELECT DEVICES & CIRCUITS,2,35,MW,1:45:00 PM,3:00:00 PM,In Person,Wilkinson 126,UGRD,2022 Spring Term
179010174308324,ECE,250D,COMPUTER ARCHITECTURE,1,200,MWF,10:15:00 AM,11:05:00 AM,In Person,White Lecture Hall 107,UGRD,2022 Spring Term
179010174308325,ECE,250D,COMPUTER ARCHITECTURE,01D,20,TH,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308326,ECE,250D,COMPUTER ARCHITECTURE,02D,20,TH,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308327,ECE,250D,COMPUTER ARCHITECTURE,03D,20,TH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308328,ECE,250D,COMPUTER ARCHITECTURE,04D,20,TH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308329,ECE,250D,COMPUTER ARCHITECTURE,05D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308330,ECE,250D,COMPUTER ARCHITECTURE,06D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308331,ECE,250D,COMPUTER ARCHITECTURE,07D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 222,UGRD,2022 Spring Term
179010174308332,ECE,250D,COMPUTER ARCHITECTURE,08D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308333,ECE,250D,COMPUTER ARCHITECTURE,09D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308334,ECE,250D,COMPUTER ARCHITECTURE,10D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 222,UGRD,2022 Spring Term
179010174308335,COMPSCI,250D,COMPUTER ARCHITECTURE,1,200,MWF,10:15:00 AM,11:05:00 AM,In Person,White Lecture Hall 107,UGRD,2022 Spring Term
179010174308336,COMPSCI,250D,COMPUTER ARCHITECTURE,01D,20,TH,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308337,COMPSCI,250D,COMPUTER ARCHITECTURE,02D,20,TH,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308338,COMPSCI,250D,COMPUTER ARCHITECTURE,03D,20,TH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308339,COMPSCI,250D,COMPUTER ARCHITECTURE,04D,20,TH,1:45:00 PM,3:00:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308340,COMPSCI,250D,COMPUTER ARCHITECTURE,05D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308341,COMPSCI,250D,COMPUTER ARCHITECTURE,06D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308342,COMPSCI,250D,COMPUTER ARCHITECTURE,07D,20,TH,3:30:00 PM,4:45:00 PM,In Person,Hudson Hall 222,UGRD,2022 Spring Term
179010174308343,COMPSCI,250D,COMPUTER ARCHITECTURE,08D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 201,UGRD,2022 Spring Term
179010174308344,COMPSCI,250D,COMPUTER ARCHITECTURE,09D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 139,UGRD,2022 Spring Term
179010174308345,COMPSCI,250D,COMPUTER ARCHITECTURE,10D,20,TH,5:15:00 PM,6:30:00 PM,In Person,Hudson Hall 222,UGRD,2022 Spring Term
179010174318346,ECE,270L9,FIELDS AND WAVES (LAB),01L,16,M,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 02G,UGRD,2022 Spring Term
179010174318347,ECE,270L9,FIELDS AND WAVES (LAB),02L,16,T,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 02G,UGRD,2022 Spring Term
179010174318348,ECE,270L9,FIELDS AND WAVES (LAB),03L,16,W,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 02G,UGRD,2022 Spring Term
179010174318349,ECE,270L9,FIELDS AND WAVES (LAB),04L,16,TH,3:30:00 PM,6:30:00 PM,In Person,Hudson Hall 02G,UGRD,2022 Spring Term
179010174328350,ECE,270DL,FIELDS AND WAVES,1,35,WF,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010174328351,ECE,270DL,FIELDS AND WAVES,2,35,WF,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010174328352,ECE,270DL,FIELDS AND WAVES,01D,35,M,10:15:00 AM,11:30:00 AM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010174328353,ECE,270DL,FIELDS AND WAVES,02D,35,M,12:00:00 PM,1:15:00 PM,In Person,Hudson Hall 125,UGRD,2022 Spring Term
179010174382956,SOCIOL,490S-1,RESEARCH SEMINAR (TOP),1,18,MW,12:00:00 PM,1:15:00 PM,In Person,Reuben-Cooke Building 133,UGRD,2022 Spring Term
179010174382957,SOCIOL,490S-1,RESEARCH SEMINAR (TOP),2,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Allen 226,UGRD,2022 Spring Term
